,outputvariance,lengthscale,alpha
0,0.4554183519168281,0.5175076268541436,0.4047423266193461
1,0.41759223454091315,0.798373768745347,0.5048063493791811
2,0.5003117929242914,0.7239163296927913,0.38773875220853066
3,0.4088382628331318,0.3231590511476014,0.6041382340142969
4,0.4049017641007713,1.1361517340740546,0.4547406978682813
5,0.36671532041984667,0.8771133737190012,0.41704047084433216
6,0.38067254863600586,0.7438583233892417,0.44339540503523267
7,0.33058017126792233,0.3516745400068027,0.45531231616244044
8,0.4279903780760699,0.8600159848120514,0.4697078230218762
9,0.396660234991315,0.43601601110580596,0.37778803699925523
10,0.43149597955223457,0.7740400501495666,0.4721799707618526
11,0.4557056290021914,0.3249507008050232,0.3813189106715113
12,0.3611325419961887,0.7480688880830938,0.3941945426036533
13,0.49854696826101924,0.46798905942233354,0.4297319922092151
14,0.3482001956132657,0.5701155177445066,0.38211715701864196
15,0.4705431970264822,0.3790288239990063,0.37433175335650454
16,0.5055647851186006,0.8295694947753485,0.41151057885240533
17,0.6419442712831654,0.5800476924598704,0.3082962689483686
18,0.5034330756676284,0.6269196555488501,0.3880957002219068
19,0.5297508175751946,0.38266454490427115,0.4145995823108287
20,0.5258394950587233,0.6866187617102039,0.3752819123858729
21,0.5818499138632458,0.8348404485855945,0.3282101464385573
22,0.4980539006421853,0.9768220610760812,0.34717974971316456
23,0.5828019215879816,0.45153655481428184,0.543167655192861
24,0.5626599243177312,0.5296056250188487,0.4477035482989372
25,0.4085703404788994,0.8870082123875349,0.3276550851018341
26,0.5006757386361607,1.3075566404132155,0.31998817902045806
27,0.5961695287633162,0.40348593938738636,0.5599776265488892
28,0.5196001555196359,0.7461881194565206,0.3901230293721646
29,0.41006902979647547,0.7332643490282039,0.48474080352257154
30,0.5546362376506175,1.1933194678430974,0.33063847115212175
31,0.5404058329167741,0.4239316699773479,0.8741113898814928
32,0.4396075760974452,0.706206580242815,0.35582190510299194
33,0.3621309008275404,0.9394218160325228,0.517848540056056
34,0.46318032452132907,0.5584129701227771,0.3778208604467261
35,0.41125231419894875,0.4839870378440056,0.4526886720164244
36,0.4445178005747954,0.7420659817536449,0.324741769604663
37,0.5945941214861992,0.9074287808583384,0.5132518016765101
38,0.8086537013492214,0.5375468769967373,0.5393348656000447
39,0.4223307929797383,0.49174106076266866,0.44909323799408024
40,0.36136198282355075,0.8031598540828674,0.386952836483654
41,0.567234015274961,0.78378631401919,0.47471137491381193
42,0.699827380790004,0.5194265809791461,0.3807648305384544
43,0.46720424233971203,0.3634039040382798,0.5796824779116205
44,0.34170969531095957,0.8309743063368012,0.38686974583452904
45,0.4383888776670617,0.6164420559545021,0.4258331462528932
46,0.5849531905063823,0.5144436458102915,0.3708857794135963
47,0.5782950449366913,0.3530842524227815,0.5781290814836046
48,0.4154732736264893,0.9055038519929581,0.4282831962273075
49,0.4335906901567359,0.6230183485561686,0.40353121008456755
50,0.34379017346433466,0.6660755217796585,0.456509781686721
51,0.569564864228569,0.5887024038602867,0.5197554017312773
52,0.4713030256600213,0.8350418069300702,0.3151109014543469
53,0.5894008001351927,0.6502444551868296,0.4166458030645147
54,0.33026141291984,0.6357040975704766,0.6065908884359645
55,0.5536090977533584,0.5616512749742226,0.596112276389552
56,0.6981430663131744,1.416625893902515,0.28732104097822403
57,0.5303466678159207,0.6577530315859466,0.39367412545327357
58,0.4313636914242433,0.5723714346806951,1.2305141459298339
59,0.5244348352982079,0.6986933264864027,0.5654728189207647
60,0.567885263925861,1.3638551145933602,0.23464533663675355
61,0.5598720047370299,0.6240172611704756,0.40501032863917874
62,0.5972216126236826,0.6163589225106745,0.3215802473682818
63,0.6322409893771523,0.5972693597162391,0.5118212553528093
64,0.5592061875574492,1.343989519482902,0.22053157768321593
65,0.6671093656820045,0.4564908964896755,0.646531347880219
66,0.3173436961538143,0.8555873025535065,0.7621024607525814
67,0.570430571638221,0.3168855820587628,0.49747590772122435
68,0.6250654768168763,1.3633160045877528,0.24060050472808034
69,0.6004631657465938,0.4422660570234437,0.6164144389949214
70,0.5444034205439534,0.6111286907402542,0.35016329823449244
71,0.4704161619526891,0.3782340864471162,0.34648383549991035
72,0.5799663179259232,0.8052260518391554,0.4312654056033925
73,0.4092819828792811,0.5696294852836198,0.4848876595623102
74,0.5222785670507357,0.7207190758127986,0.39176600776370046
75,0.5850341946844854,0.5960979176459948,0.2944395419884621
76,0.4270479014134374,1.519576317867463,0.36941736791197166
77,0.4651809025651599,0.5536557433164172,0.49475339760869597
78,0.6671252263285399,0.7916818768410986,0.4352681807479436
79,0.5791923414562646,0.6407813006352304,0.30380738770700333
80,0.41096447703501965,1.6645696160865038,0.34604200068651936
81,0.5081636314600654,0.6068221601112772,0.5874277404248825
82,0.5913872041712375,0.7561521086983816,0.2672405964661144
83,0.7151176718612435,0.6845282914894487,0.2975776290131028
84,0.41837464547521036,1.4449736584469737,0.39876797942434106
85,0.5517858770908166,0.4184827522701445,0.6299043063930811
86,0.5711294889740622,0.7086508898099161,0.25511912145478916
87,0.7733105220697765,0.7623488995819505,0.2680427243173576
88,0.4049225915668466,1.4226261981227457,0.34361624969533705
89,0.41821455444375777,0.43227831458430954,0.6490263708575731
90,0.5019183354490022,0.7531523945938896,0.3307844577236493
91,0.5784050076717995,0.8020046267111306,0.2528717207225271
92,0.33072039756902993,0.7595520017902699,0.41022014652915617
93,0.3390050930453454,0.42967676309456154,0.5856037134142075
94,0.5930807090636109,0.8911738585052644,0.3625397936257272
95,0.5533771887856442,0.8241629322277721,0.25291596874340483
96,0.3262061286824019,0.7672643194691778,0.37318502394915554
97,0.5664789856148907,0.5068297485088665,0.51017269080349
98,0.4721984443502412,0.8267851942024547,0.37999953618430776
99,0.7439685483165053,0.9057862894475418,0.27727356615632126
100,0.4665215671944013,0.4958603153315366,0.32330589780315766
101,0.6029259071243631,0.3572290717393449,0.40516449346394967
102,0.3691832663551684,0.612319524652619,0.5903136073414279
103,0.6100626857329845,0.6720055117266903,0.343704309352237
104,0.43769647554872904,0.4882784683821595,0.32541625661777834
105,0.7994137047387886,0.5451707549361987,0.4812852420449162
106,0.5844637487502975,0.7788433398697568,0.38689482022379795
107,0.5573564950839068,0.669755851814974,0.3307613566282138
108,0.6093943003917468,0.5939483458601084,0.38463333742738387
109,0.29225331324182524,0.8485099303945304,0.3992974948623149
110,0.45655991856394773,0.7611901827832259,0.40305928258258444
111,0.3543977600124052,0.6308960929054225,0.28894126190283115
112,0.5900415921435845,0.6391581025168792,0.29209351169841447
113,0.2874125778212698,0.5902780590768734,0.3862665027996315
114,0.7307662730511609,0.8477942344444371,0.3298926642064442
115,0.4316875373045309,0.9894443482070531,0.347750488964118
116,0.5457500010137435,0.6930251185702409,0.30861589130646655
117,0.24310223733495154,0.710014993040273,0.4543544412576339
118,0.5366111315744893,0.7870467072949879,0.4079186454278378
119,0.41394595220288277,0.3283787528626902,0.5720774318923177
120,0.4919634124243538,1.1733454146557816,0.3914347267362153
121,0.2491310100936159,0.7267644606262484,0.4523156638834608
122,0.4129609079446606,0.47389696165280887,0.4915469041580913
123,0.5066013024132976,0.36687180312574136,0.5842732124800557
124,0.5597710988110955,0.47695597618368896,0.3694302993788871
125,0.34082739895664954,0.715020494276224,0.53816984656811
126,0.5452694180733114,0.7568461032815811,0.5080358686030302
127,0.3337866641910272,0.5804540119018822,0.5828428643740604
128,0.43381772723798895,0.5166928230398462,0.3767465008279391
129,0.35743070672426025,0.6488492390712692,0.4807024024204921
130,0.4570808681480286,0.524460892492433,0.4099392031166106
131,0.29099866321127005,0.33537791827402846,0.47957813197506416
132,0.4217628975985059,0.46478207257593424,0.36555827679460917
133,0.35139709938260527,1.4786875278694283,0.5856016027709063
134,0.3918227531626909,0.526385857722486,0.4029489822172405
135,0.5018192150369934,0.506576952397618,0.4612829478235811
136,0.49624707453361183,0.5447346603892375,0.588620176918867
137,0.3656514266109003,1.4482009195615204,0.5839531423790308
138,0.42575076438794063,0.3951614546689283,0.456467996290826
139,0.4459194372145058,0.52394704682246,0.4795223168065216
140,0.49646921570894403,0.5824211003115772,0.38937844801026644
141,0.36605443964753165,1.1381603962830742,0.465469183269351
142,0.2982353929597842,0.3890760831192016,0.46859487039525716
143,0.47582087531732487,0.5525590011821361,0.5717501772735284
144,0.5515160070520495,0.5009361869111268,0.5316711784852988
145,0.2885209119199342,0.8924399766552742,0.3744413940085753
146,0.4792029779987692,0.36090908210127975,0.4974345386943663
147,0.4189647287026531,0.6122966170533151,0.3741038881852253
148,0.4340360504301698,0.6707962704095032,0.42031844460720436
149,0.28227593741854046,0.8032831931486013,0.34612760436287765
150,0.27204971613486445,0.6262805711014612,0.9519347751174017
151,0.5630092236670462,0.6128639585832046,0.3550570017863203
152,0.5894440042132199,0.33289579113559986,0.7680221510860404
153,0.47258133246710604,0.6488882820148861,0.44600054779896375
154,0.2233069160256478,0.7862348399264734,0.7350861029415351
155,0.4092648879010379,0.684828250281255,0.34685306017608253
156,0.2731602975184249,0.40779588073558753,0.36793941310600176
157,0.3635928671541834,0.5730876288554771,0.6118245786442019
158,0.5149963293524894,0.6361986464925178,0.39845024992088857
159,0.3862507801650143,0.6786773653622551,0.35263739318758575
160,0.26404610715197463,0.445913544756263,0.4607125832606711
161,0.37159198799372256,0.8078894987841133,0.621687519894838
162,0.5157056580178464,0.3901829550001717,0.38619315322629805
163,0.3546544953391417,0.8427724303648871,0.40345492230036895
164,0.6839560227450008,0.40014115647840726,0.29681758560115395
165,0.4466374316072487,0.5719942386984155,0.5311732826415378
166,0.6440307157799612,0.8851428169783034,0.3398595872325817
167,0.43848517718450747,1.3660311732055848,0.4481877943245705
168,0.6268516982943064,0.46879598243841547,0.3064597701116012
169,0.6404771200138706,0.549038550898936,0.5377111330537676
170,0.6948549448951603,0.8794436442062842,0.3733085543068592
171,0.4595135124160876,1.5057015295231941,0.47183469516283977
172,0.6014638920295501,0.4545790568956402,0.319429612704965
173,0.39903526141860524,0.48284635255898783,0.50084262784369
174,0.36447777764001105,0.6212488515716661,0.4450504706900362
175,0.4209007995629768,1.478147552060674,0.41752192990804154
176,0.4889118437083478,0.49139243084391493,0.38240745746089794
177,0.479138784265066,0.4935338746792632,0.37888631932185496
178,0.6234540731701559,0.6675999424988468,0.312057657311898
179,0.4569405819309425,0.7565814780621807,0.3296686399688671
180,0.48806239643127713,0.45893816171917784,0.32557870132833994
181,0.43807683863754,0.4830435130850663,0.3504124002696597
182,0.6062781214767116,0.7612626526992179,0.48690432521318344
183,0.5720712129204902,0.8287488150580801,0.4484673365051668
184,0.3414803797535098,0.31025389896147815,0.5339501775338575
185,0.42557728072150397,0.6951805391450564,0.35036560960304786
186,0.6125719020221649,0.5978247689406961,0.47139658053467537
187,0.3806399615601311,1.1905795112491067,0.4348106972593675
188,0.43715559482213934,0.39360606599062214,0.38175636319436856
189,0.4772650299048085,0.7104082315061634,0.38720677773543744
190,0.3543887615459653,0.7176631585657963,0.5645021043543117
191,0.3936929333294351,1.1603983498926922,0.4425914223367331
192,0.6334248433708598,0.4750921853220324,0.41206760128137426
193,0.44216343625259275,0.7808267753080822,0.47656486229384526
194,0.5117402480393107,0.9277106603077362,0.4519942521350091
195,0.3886140387305813,1.518993414451303,0.31161761035445845
196,0.4425616320536744,0.40982866638760374,0.4567141305900652
197,0.442893889335874,0.7363721252826224,0.48233665180338
198,0.5069186505341309,0.8158455503607636,0.4366860709682108
199,0.49497926425783967,1.2701878058917802,0.3676589153834014
200,0.503783117678828,0.5549849507534685,0.3859190900945518
201,0.3742344939671582,0.5827360626257249,0.46263804504626005
202,0.3385274266295057,0.9714919673937591,0.41862960627963236
203,0.5245823591481527,1.3777372431977624,0.35302945284080917
204,0.36863922534411886,0.7209495480114861,0.7235520017741712
205,0.3641871045041185,0.7172784088294156,0.4168643740802864
206,0.25798879299648525,0.6791083081133906,0.5113865300490769
207,0.3129116809461386,1.4370077124697307,0.3336118697074371
208,0.34094394716945525,0.7046664614094197,0.6605244477349586
209,0.34954122708546403,0.6762040976439015,0.4087289636424463
210,0.35064667977292097,0.7612151177499835,0.5926949347256967
211,0.3186890033886479,1.1659085524373023,0.3943423767823812
212,0.35156638387063566,0.6966958390466507,0.6904855996747087
213,0.3674392216349857,0.5878519421896637,0.6591826174272608
214,0.3404935235142751,1.026026248949875,0.7670404372794788
215,0.351118498288505,0.8738969676123898,0.37235325487172627
216,0.2811064460763198,0.6169962460516971,0.7586394559228156
217,0.5229960386951427,0.4659304505461665,0.5274676834970184
218,0.6331094122428578,0.4474559530259588,0.308338226609982
219,0.2777230137996651,0.5087335351845578,0.42374568355554115
220,0.5459435222420004,0.9909157302703547,0.6387579671412558
221,0.3964697242362322,0.42406562810405496,0.7498803740473925
222,0.5169519791999344,0.48187204734555816,0.5163307892984766
223,0.49303572005696467,0.7820882646731653,0.38678312693441064
224,0.5081317391015319,1.0540350168193064,0.6650678556043312
225,0.713682684181123,0.6658148851660161,0.7548565293795075
226,0.3790950286476159,0.5450712331886585,0.6185761103484836
227,0.3196974118806764,0.7632368978244245,0.5448383926333081
228,0.49744970758543827,0.34628645414322706,0.4025081647215734
229,0.4869870557536377,0.5028537894009943,0.4119256094976202
230,0.4137181468881192,0.7353072192343852,0.7169577717623985
231,0.3529093643246973,1.1752046481773644,0.4992514903390026
232,0.4100639099348229,0.5227365165096174,0.5831589438209638
233,0.5640085498130257,0.5745741764577413,0.45912581362739296
234,0.2725502684825207,0.9902119426560675,0.29263163917221
235,0.3284773431237601,1.2141742682727672,0.4890628511612881
236,0.40583506111308565,0.40998554962205047,0.6650263645092036
237,0.43291892319484665,0.4247728409299597,0.43770266775262234
238,0.35082231822413834,0.81731912058056,0.2987330705579479
239,0.35710677422463344,1.3378532658542206,0.5997283778806369
240,0.43483637030964145,0.5100227369057038,0.41125702767475764
241,0.5870198545570001,0.7204683860658169,0.6709265541499515
242,0.4666921650436046,0.7104579946524854,0.479057035022687
243,0.2928769837162768,0.8937018913660489,0.38071986601078783
244,0.605009460531761,0.4720337221827116,0.48434163318193635
245,0.4667942573661393,0.7078788513348079,0.5389168175488899
246,0.4924112920588513,0.8252787717073014,0.4145422936379269
247,0.4236405431053085,0.8124952757939734,0.2873927792369884
248,0.5477291328115006,0.6507600096379325,0.49298023565009574
249,0.5068095496602184,0.6357712725438895,0.49875411099918276
250,0.39873113099675606,0.6199586906507892,0.41236258597417147
251,0.42401912662354374,0.6369328835211987,0.5146857227460347
252,0.35305836115596045,0.6199384321636434,0.5493646846099579
253,0.47431087219970997,0.47426009429943716,0.6286560998345468
254,0.40461745303056923,0.6348243410022759,0.4435192374157921
255,0.4448602285574332,0.4051403151322483,0.4796983457591095
256,0.2712859535459298,0.6157486428107152,0.47278289526638645
257,0.43760264192974796,0.40183314413373405,0.5272927776355589
258,0.5925011695407446,0.9212624029763846,0.4114535764164367
259,0.439845144216425,0.463529041844102,0.5727850882149843
260,0.6523917102804732,0.6379518318240937,0.39145905791498264
261,0.5781209680939101,0.4913807977225137,0.707656387598612
262,0.4759534331620358,1.8303880810389108,0.29977397414251433
263,0.4649220695653496,0.4334273849645905,0.5727357556787488
264,0.4851683291011613,0.5488649335623748,0.5921197169194786
265,0.5330371775954384,0.4633222141814007,0.7447956949380093
266,0.43409481267660727,1.4501657867359248,0.623841388150046
267,0.47875313437173944,0.4613051280786231,0.5028760869654462
268,0.5139990577052352,0.5897461858005385,0.4200115077788016
269,0.5703123233985372,0.4111837304400354,0.7851882785855434
270,0.3940488487218367,1.6970848754267318,0.6164401546808822
271,0.37275703966774604,0.6078851443188408,0.8215933852639093
272,0.4077030067389153,0.846140953877261,0.4229274089176046
273,0.6106904614323838,0.5028365231979078,0.5885290117752436
274,0.5810851256130906,0.5564051561953205,0.3850740999298191
275,0.3170537766327723,0.3738422039987389,1.056913848551575
276,0.5226904641875736,0.8177254352450806,0.24334843512902965
277,0.42176916373754814,0.3270840369885682,0.6180709730925246
278,0.5344576761956827,0.5221695632607791,0.42405151129301477
279,0.49524172548746825,0.42737908336423,0.8476971119715209
280,0.5330304197738805,0.9094498175451433,0.6525994547682217
281,0.4585468856864826,0.30100077008744164,0.5481573909807351
282,0.38452165605317024,0.5947320214620555,0.4451617907304422
283,0.39759233782322095,0.424199587478345,0.8662845310468138
284,0.5293142047410165,0.7225279403120561,0.6801919791585662
285,0.41455032786612084,0.40982339298567544,0.4815757553446141
286,0.5781626880572911,0.6019279468263822,0.5162525108679411
287,0.43089396508619626,0.45078580434327303,0.7583358937357058
288,0.5611337373052665,0.3153123761086568,0.49758340319919586
289,0.4085606083468107,1.2340933265992904,0.5437494125086999
290,0.5481324938611796,0.5091300679240504,0.557893067146575
291,0.5614542048116946,0.5260723530817131,0.6692590014933786
292,0.8645806147777173,0.46715798058652436,0.5509188698140424
293,0.4135458275059355,1.1077355477488613,0.5367229497457416
294,0.4919727066524036,0.42850076849949403,0.48940254783538273
295,0.3358253714701853,0.5058701826017362,0.9250656447520055
296,0.41789558552981476,0.3900885865068076,0.6131771341276679
297,0.3434132702238552,0.963120078511146,0.7129352685892723
298,0.4587979794345475,0.35350090418541125,0.48938877761199373
299,0.32342708352085964,0.7149988678837161,0.5945533224796312
300,0.4112559591575321,0.3988544258825551,0.537461893203224
301,0.3839030784985488,0.6867219185080927,0.5708269517501796
302,0.4711760176725995,0.34780522230027044,0.45030430312333586
303,0.8832601764089154,0.5080744646560742,0.4071710324403585
304,0.2906816094824783,0.5142727474295178,0.5771677716565339
305,0.49952857726874256,0.8493231880199065,0.6261683673362435
306,0.7962663602364951,0.45801086025846544,0.7622381623728742
307,0.522841234823793,0.26732506409012574,0.534392633748396
308,0.40861251773769036,0.5000688342578999,0.9479083177685992
309,0.365393907178028,0.716637097902953,0.6271293398897841
310,0.40998928283604863,0.7790526541660097,0.4909517259906299
311,0.4783023879097676,0.9331670806858132,0.42918924343297266
312,0.5215900955807119,0.4129853373212515,0.5640850306206812
313,0.39141224135289054,0.6159273256385416,0.6818675979790717
314,0.37113020204915687,0.9866234444599595,0.48662586614563225
315,0.4631060940752023,0.9760402936734832,0.42523902399224023
316,0.3931018868216978,0.5541012771170669,0.40989914687943724
317,0.5298737604168232,0.48512164929739626,0.7886878704467553
318,0.3796884244539165,0.760173873551844,0.6035282982244162
319,0.4573594072835009,0.8190904561762375,0.4427318500178376
320,0.5594661999138336,0.4184174815256358,0.4244744845886986
321,0.33113365696214336,0.45262489048307164,0.7355340237841215
322,0.503741427732491,0.6723700299873671,0.6664473605902204
323,0.4640336163672719,0.687401596429873,0.6760920313709411
324,0.5433028532123524,0.4127900902101267,0.4373920107293054
325,0.3635640844383909,0.48324136618858843,0.6399032948030203
326,0.511592934209585,0.7676223359596929,0.5853226686498001
327,0.3883321639619849,0.9374642047256139,0.527823542308628
328,0.5644160875961248,0.35031621337425717,0.40222065902148957
329,0.6771784537749872,0.368682876983478,0.5277764320099666
330,0.347185107318198,0.5351904077249618,0.6430363448853713
331,0.3799277291990716,0.9120452502443885,0.5882368365200938
332,0.6543342875466325,0.3503142655254096,0.3671305584187883
333,0.5979840981974577,0.33474364271572876,0.488644994420071
334,0.43853137987612334,0.6391612970897995,0.6223912344633165
335,0.5214448521308858,0.3784767489064591,0.4495891526106638
336,0.3695353711633809,0.6903325182376489,0.6548748600295954
337,0.4570764068773947,0.26855411897171166,0.5774038915590405
338,0.3235357547252623,0.49012352551266997,0.7626878723391229
339,0.5184369293294069,0.6138151191940162,0.6564842129583679
340,0.38805493743796504,0.46596998561195313,0.41178351576774375
341,0.34837337953129716,0.5306984229393034,0.8167675179398415
342,0.4070307190462101,0.8446317513306101,0.5164238430802589
343,0.3921123213650027,0.3603479115880991,0.4926982880229462
344,0.49158549252822364,0.5986930622719964,0.44718037491772095
345,0.6389211287160247,0.4119827843222896,0.44294776580815043
346,0.49177409345540973,0.5711403661798239,0.5426987531267633
347,0.32746666610707353,0.43350463169624553,0.534106725425906
348,0.6812190052827779,0.9500097063241237,0.2686509846737584
349,0.41363324862776807,0.4992259358059324,0.5555135013811837
350,0.4739244799297432,0.7460134513290857,0.4623395672881976
351,0.32441711994317135,0.5545151211912294,0.5192102634729991
352,0.6928108188905635,0.9301125737609671,0.24690380921263436
353,0.5191165772289903,0.40395881041274107,0.38963325473235394
354,0.4991226579652967,0.666476714379529,0.3900087887479214
355,0.31799988882908037,0.5606148912450312,0.5750326652910595
356,0.6700614817418866,0.6811286577635182,0.2562149738875848
357,0.3446051804694656,1.0296001083712676,0.3554170376307788
358,0.34041801882389905,1.0766443477784844,0.4350363642775328
359,0.44313533375054553,0.36480099344742734,0.5790391440645247
360,0.6328646022991705,0.7356036967617985,0.22363213237289048
361,0.44526382190928115,0.7911212962830743,0.3946644548597374
362,0.5329185916961603,0.5741588789421799,0.3723411153011991
363,0.2327401103535721,0.6453634446965372,0.4190868738784439
364,0.6714217649701605,0.7871758262873658,0.27551172633871396
365,0.4818001786225418,1.0267661553370195,0.25570091219755214
366,0.5301100383902659,0.6127140818932846,0.37201891623712
367,0.3506854008450452,0.602626835414761,0.40073488096798654
368,0.7237604632135158,0.8216363956823204,0.35947465221069597
369,0.7077263178196991,0.8889678238291218,0.3656378669636454
370,0.39267113257270353,0.6869629580675626,0.5001660855738255
371,0.40038441142744446,0.8800373046097697,0.2717277768291662
372,0.4278162071893188,0.6297454671234793,0.38356205515664016
373,0.6116312187157716,0.9120921588224681,0.28695056406444286
374,0.3482238113881053,0.40194933015476475,0.5191687297845055
375,0.326325236590095,0.7647694262233411,0.4097781551594531
376,0.5089920685626877,1.0932039936492897,0.48069126667753925
377,0.2888568083578675,0.8078357369564277,0.6027230714274732
378,0.3298490537350844,0.42077123238603786,0.41600208120809207
379,0.45778960198144186,0.4951694653023833,0.6498199011180313
380,0.48447436414312656,0.8958166806660144,0.4171565609997815
381,0.49945780031099435,0.617738543295027,0.4396438338974611
382,0.42250914246184124,0.4414896257572769,0.46777593620965147
383,0.4508710244514286,0.5040103825153542,0.614250387586197
384,0.40122165077223143,0.6211185311086321,0.42010393066703666
385,0.48976266527305495,0.8487991131024187,0.403148444724377
386,0.5448136778105627,0.6467209318489694,0.3261310444612133
387,0.7169868292191186,0.9144662078754238,0.44551379158429966
388,0.5915943680914652,0.6394534384403235,0.297616581379868
389,0.3135754059434537,0.374296028817561,0.6143355835423936
390,0.8309579962303896,0.8279585492192927,0.3279613377237628
391,0.6634779013514507,0.7757917728937732,0.2850692457560036
392,0.46741531076416964,0.5839110100578248,0.32781785383002826
393,0.3168515759426694,0.425525335255997,0.45014543846173594
394,0.2852005279395151,1.0790242557380754,0.4117280986233564
395,0.5422601079870312,0.4433373299765856,0.521058973529462
396,0.500086258539879,1.0539960140663553,0.542717057068436
397,0.6694388476283056,0.42892614344089247,0.45496094864190456
398,0.35915335670189164,0.7559142283033305,0.41458361128065874
399,0.3246476416324887,0.6288482317898918,0.5405429853885392
